team,opendota_id,rank,rating,slug,,tier
"UNC1

1,000",30967,43,353,30967-unc1,,5
"RnD

1,000",30974,43,353,30974-rnd,,5
"KSY (wrong)

1,000",30996,43,353,30996-ksy-wrong,,5
"FrostFire

1,000",31021,43,353,31021-frostfire,,5
"Team Green

1,000",31045,43,353,31045-team-green,,5
"Team SpaceX

1,000",31053,43,353,31053-team-spacex,,5
"alireza

1,000",31126,43,353,31126-alireza,,5
"ROB

1,000",31134,43,353,31134-rob,,5
"Eternal Gaming

1,000",31246,43,353,31246-eternal-gaming,,5
"TEMPLARS.TNTRM

1,000",31301,43,353,31301-templars-tntrm,,5
"The Secret Evil Five

1,000",31321,43,353,31321-the-secret-evil-five,,5
"Tiny Herb

1,000",31329,43,353,31329-tiny-herb,,5
"Greatest ID

1,000",31364,43,353,31364-greatest-id,,5
"Sioux Team

1,000",31518,43,353,31518-sioux-team,,5
"PanOmniversa

1,000",31570,43,353,31570-panomniversa,,5
"OH Yes

1,000",31671,43,353,31671-oh-yes,,5
"NB.BUFF

1,000",31672,43,353,31672-nb-buff,,5
"野尘

1,000",31673,43,353,31673-peng,,5
"LORDAERON

1,000",31729,43,353,31729-lordaeron,,5
"bad

1,000",31756,43,353,31756-bad,,5
"FF.Revolution

1,000",31807,43,353,31807-ff-revolution,,5
"Semangat Tinggi Main Goblok

1,000",31822,43,353,31822-semangat-tinggi-main-goblok,,5
"3Bee

1,000",31875,43,353,31875-3bee,,5
"THE SKEPTICS

1,000",31926,43,353,31926-the-skeptics,,5
"Red Diamonds

1,000",31955,43,353,31955-red-diamonds,,5
"crows

1,000",31974,43,353,31974-crows,,5
"CandyGraceFanclub

1,000",32212,43,353,32212-candygracefanclub,,5
"Team Dragons

1,000",32213,43,353,32213-team-dragons,,5
"Bus Drivers

1,000",32215,43,353,32215-bus-drivers,,5
"Winner Winner Pingu Dinner

1,000",32216,43,353,32216-winner-winner-pingu-dinner,,5
"Scary FaceZ Gaming

1,000",32231,43,353,32231-scary-facez-gaming,,5
"E-Spot PEGASUS

1,000",32255,43,353,32255-e-spot-pegasus,,5
"SkyGuard Rangers

1,000",32306,43,353,32306-skyguard-rangers,,5
"Herald-V

1,000",32413,43,353,32413-herald-v,,5
"Five Wings Team

1,000",32528,43,353,32528-five-wings-team,,5
"Beyond the Summit Staff

1,000",32552,43,353,32552-beyond-the-summit-staff,,5
"compLexity Gaming Staff

1,000",32553,43,353,32553-complexity-gaming-staff,,5
"NA Dota Casters

1,000",32554,43,353,32554-na-dota-casters,,5
"EU Dota Casters

1,000",32555,43,353,32555-eu-dota-casters,,5
"Moonduck

1,000",32556,43,353,32556-moonduck,,5
"Evil Geniuses Staff

1,000",32557,43,353,32557-evil-geniuses-staff,,5
"WePlay!

1,000",32558,43,353,32558-weplay,,5
"StarLadder Staff

1,000",32559,43,353,32559-starladder-staff,,5
"Alliance Staff

1,000",32560,43,353,32560-alliance-staff,,5
"Chaos Esports Club Staff

1,000",32561,43,353,32561-chaos-esports-club-staff,,5
"tes

1,000",32566,43,353,32566-tes,,5
"Recca ESPORTS

1,000",32744,43,353,32744-recca-esports,,5
"Britannia Cyber Sport

1,000",32822,43,353,32822-britannia-cyber-sport,,5
"LightningPanda

1,000",32903,43,353,32903-lightningpanda,,5
"King Hypno Toad

1,000",32945,43,353,32945-king-hypno-toad,,5
"JIETuM HA LLIALLIJIblHDOC

1,000",33042,43,353,33042-jietum-ha-lliallijiblhdoc,,5
"My little team

1,000",33050,43,353,33050-my-little-team,,5
"Pokémon’s

1,000",33051,43,353,33051-pokemon-s,,5
"Team Zabiv

1,000",33060,43,353,33060-team-zabiv,,5
"Burium United

1,000",33184,43,353,33184-burium-united,,5
"Rakuzan

1,000",33279,43,353,33279-rakuzan,,5
"iTeX

1,000",33332,43,353,33332-itex,,5
"Metanoia Five kings

1,000",33514,43,353,33514-metanoia-five-kings,,5
"Good Girl

1,000",33549,43,353,33549-good-girl,,5
"CHINA'S FUTURE

1,000",33550,43,353,33550-china-s-future,,5
"AME亲爹团

1,000",33551,43,353,33551-ame-dan-te,,5
"Batman Family

1,000",33554,43,353,33554-batman-family,,5
"A4gaming

1,000",33555,43,353,33555-a4gaming,,5
"Team Together

1,000",33556,43,353,33556-team-together,,5
"Ba5tard

1,000",33557,43,353,33557-ba5tard,,5
"Team VIM

1,000",33558,43,353,33558-team-vim,,5
"WOLFLING

1,000",33576,43,353,33576-wolfling,,5
"fluid

1,000",33577,43,353,33577-fluid,,5
"KGP.3rd

1,000",33578,43,353,33578-kgp-3rd,,5
"J-J-B QCC

1,000",33579,43,353,33579-j-j-b-qcc,,5
"Shank

1,000",33580,43,353,33580-shank,,5
"Koushuji

1,000",33581,43,353,33581-koushuji,,5
"Xenophile

1,000",33582,43,353,33582-xenophile,,5
"Gases

1,000",33611,43,353,33611-gases,,5
"WOLFF

1,000",33612,43,353,33612-wolff,,5
"HYPE

1,000",33613,43,353,33613-hype,,5
"Lion Esports

1,000",33622,43,353,33622-lion-esports,,5
"SyNC Gaming

1,000",33805,43,353,33805-sync-gaming,,5
"MyTeam

1,000",33828,43,353,33828-myteam,,5
"Duqm Gaming

1,000",33837,43,353,33837-duqm-gaming,,5
"K2D Gaming

1,000",33895,43,353,33895-k2d-gaming,,5
"Swan Vector

1,000",34087,43,353,34087-swan-vector,,5
"E-Lions

1,000",34107,43,353,34107-e-lions,,5
"TEAM CYBERIA

1,000",34151,43,353,34151-team-cyberia,,5
"FREEDOM MASTER GAMING

1,000",34168,43,353,34168-freedom-master-gaming,,5
"Flood to God

1,000",34249,43,353,34249-flood-to-god,,5
"Team Hawks

1,000",34294,43,353,34294-team-hawks,,5
"Sirius

1,000",34318,43,353,34318-sirius,,5
"HunterXWanted

1,000",34351,43,353,34351-hunterxwanted,,5
"Teddy

1,000",34415,43,353,34415-teddy,,5
"Teddy

1,000",34416,43,353,34416-teddy,,5
"Empire Timurids

1,000",34424,43,353,34424-empire-timurids,,5
"THEESPORTSRUSH

1,000",34574,43,353,34574-theesportsrush,,5
"Alchemic Elixir

1,000",34672,43,353,34672-alchemic-elixir,,5
"Team EGG

1,000",34686,43,353,34686-team-egg,,5
"SuperTeam

1,000",34731,43,353,34731-superteam,,5
"Inception

1,000",34941,43,353,34941-inception,,5
"X-Land

1,000",35048,43,353,35048-x-land,,5
"No Tidehunter

1,000",35248,43,353,35248-no-tidehunter,,5
"BC

1,000",35249,43,353,35249-bc,,5
"Keita Gaming

1,000",35270,43,353,35270-keita-gaming,,5
"EvoDOTA2

1,000",35274,43,353,35274-evodota2,,5
"Team Zero-

1,000",35275,43,353,35275-team-zero,,5
"Copenhagen Wolves

1,000",35276,43,353,35276-copenhagen-wolves,,5
"The GD B-Team (ex-Mouz)

1,000",35357,43,353,35357-the-gd-b-team-ex-mouz,,5
"Ex Gosu

1,000",35362,43,353,35362-ex-gosu,,5
"The Tough Bananas

1,000",35363,43,353,35363-the-tough-bananas,,5
"amer

1,000",35377,43,6045,35377-amer,,5
"6045 Pirates

1,000",35479,43,6045,35479-6045-pirates,,5
"test

1,000",35565,43,6045,35565-test,,5
"Veno Cova

1,000",35615,43,6045,35615-veno-cova,,5
"AllForce

1,000",35645,43,6045,35645-allforce,,5
"Squadron Supreme

1,000",35654,43,6045,35654-squadron-supreme,,5
"Squadron Supreme

1,000",35655,43,6045,35655-squadron-supreme,,5
"g2gawd

1,000",35830,43,6045,35830-g2gawd,,5
"Squirtle Squad

1,000",35880,43,6045,35880-squirtle-squad,,5
"Mawzsports 2

1,000",35900,43,6045,35900-mawzsports-2,,5
"Meow 111

1,000",35949,43,353,35949-meow-111,,5
"PLATZHALTGER

1,000",35950,43,353,35950-platzhaltger,,5
"BREAK FACES

1,000",36034,43,353,36034-break-faces,,5
"SÖLAN E-Sports

1,000",36191,43,353,36191-solan-e-sports,,5
"Wings

1,000",36194,43,353,36194-wings,,5
"Immortals-

1,000",36195,43,353,36195-immortals,,5
"Starfall

1,000",36196,43,353,36196-starfall,,5
"INNOMINATEYOUNG

1,000",36200,43,353,36200-innominateyoung,,5
"eXanimo

1,000",36235,43,353,36235-exanimo,,5
"Family Y

1,000",36352,43,353,36352-family-y,,5
"Exergium

1,000",36415,43,353,36415-exergium,,5
"NCFU

1,000",36416,43,353,36416-ncfu,,5
"PNRPU

1,000",36420,43,353,36420-pnrpu,,5
"Anako

1,000",36461,43,353,36461-anako,,5
"izaak

1,000",36496,43,353,36496-izaak,,5
"God of Highschool

1,000",36554,43,353,36554-god-of-highschool,,5
"Esport STUBA

1,000",36595,43,353,36595-esport-stuba,,5
"Fish.Food

1,000",36657,43,353,36657-fish-food,,5
"NomaD

1,000",36712,43,353,36712-nomad,,5
"DiretideTeam

1,000",36739,43,353,36739-diretideteam,,5
"Team Belarus

1,000",36837,43,353,36837-team-belarus,,5
"Psy Gaming

1,000",36842,43,353,36842-psy-gaming,,5
"Mustad Gaming

1,000",36843,43,353,36843-mustad-gaming,,5
"ANM 2.0

1,000",36845,43,353,36845-anm-2-0,,5
"Team Czech Republic

1,000",36872,43,353,36872-team-czech-republic,,5
"Panama

1,000",36919,43,353,36919-panama,,5
"Dolbex

1,000",36936,43,353,36936-dolbex,,5
"KAZ Team

1,000",37296,43,353,37296-kaz-team,,5
"Olde n Bad

1,000",37346,43,353,37346-olde-n-bad,,5
"Fluffy Shards

1,000",37367,43,353,37367-fluffy-shards,,5
"Iron Wheel

1,000",37368,43,353,37368-iron-wheel,,5
"Bazooka Gaming

1,000",37369,43,353,37369-bazooka-gaming,,5
"Iconic Gaming

1,000",37370,43,353,37370-iconic-gaming,,5
"Team Cozy

1,000",37371,43,353,37371-team-cozy,,5
"Burmese Dream

1,000",37499,43,353,37499-burmese-dream,,5
"Young Minds

1,000",37886,43,353,37886-young-minds,,5
"Papa Zhongli

1,000",37887,43,353,37887-papa-zhongli,,5
"4ZOOMERS

1,000",37987,43,353,37987-4zoomers,,5
"vmolo4ke

1,000",38126,43,353,38126-vmolo4ke,,5
"Team GXR

1,000",38564,43,353,38564-team-gxr,,5
"ZXCursedFans

1,000",38648,43,353,38648-zxcursedfans,,5
"Wind and Rain NA

1,000",38655,43,353,38655-wind-and-rain-na,,5
"Team Sword

1,000",39012,43,353,39012-team-sword,,5
"Medal Esports

1,000",39013,43,353,39013-medal-esports,,5
"Team Jocko

1,000",39014,43,353,39014-team-jocko,,5
"Decester

1,000",39189,43,353,39189-decester,,5
"OldSpice

1,000",40100,43,353,40100-oldspice,,5
"Team Zedi

1,000",40707,43,353,40707-team-zedi,,5
"Team WIN

1,000",40708,43,353,40708-team-win,,5
"11WARAWIRI

1,000",40980,43,353,40980-11warawiri,,5
"taipe+4

1,000",41234,43,353,41234-taipe-4,,5
"SG.Energy

1,000",41575,43,353,41575-sg-energy,,5
"Sport Boy Esports

1,000",41577,43,353,41577-sport-boy-esports,,5
"Sky Climber

1,000",41652,43,353,41652-sky-climber,,5
"disable veterans

1,000",41887,43,353,41887-disable-veterans,,5
"Team Kosovo

1,000",41929,43,353,41929-team-kosovo,,5
"Viva Extra

1,000",42007,43,353,42007-viva-extra,,5
"Lazy Guys

1,000",42085,43,353,42085-lazy-guys,,5
"Uzbeki

1,000",42086,43,353,42086-uzbeki,,5
"TMN

1,000",42087,43,353,42087-tmn,,5
"Devochki titanc

1,000",42088,43,1000,42088-devochki-titanc,,5
"Bionicles

1,000",42089,43,1000,42089-bionicles,,5
"SurgutskiyRaion

1,000",42090,43,1000,42090-surgutskiyraion,,5
"ghouls 1000-7

1,000",42091,43,1000,42091-ghouls-1000-7,,5
"Vorpal Swords

1,000",42092,43,1000,42092-vorpal-swords,,5
"idemposnegy

1,000",42093,43,1000,42093-idemposnegy,,5
"pvp enjoyers

1,000",42094,43,1000,42094-pvp-enjoyers,,5
"Zhaba Bamburov

1,000",42095,43,1000,42095-zhaba-bamburov,,5
"NATO Instructor

1,000",42096,43,1000,42096-nato-instructor,,5
"cybertourist

1,000",42097,43,1000,42097-cybertourist,,5
"One tenth

1,000",42098,43,353,42098-one-tenth,,5
"lxstcxntry

1,000",42099,43,353,42099-lxstcxntry,,5
"Rap

1,000",42464,43,353,42464-rap,,5
"zoljargal munhbat

1,000",42936,43,353,42936-zoljargal-munhbat,,5
"Defaaa

1,000",43271,43,353,43271-defaaa,,5
"WOLF ESPORTS

1,000",43454,43,353,43454-wolf-esports,,5
"YavMagazShaBudu

1,000",43713,43,353,43713-yavmagazshabudu,,5
"Team Orca(old)

1,000",43957,43,353,43957-team-orca-old,,5
"lowkees

1,000",45290,43,353,45290-lowkees,,5
"Uinfi

1,000",45409,43,353,45409-uinfi,,5
"RS

1,000",45452,43,353,45452-rs,,5
"VOICELESS FACE

1,000",46125,43,353,46125-voiceless-face,,5
"Team Wales

1,000",46691,43,353,46691-team-wales,,5
"Orion Genesis

1,000",47382,43,353,47382-orion-genesis,,5
"Raze

1,000",47503,43,353,47503-raze,,5
"ManiacX

1,000",47516,43,353,47516-maniacx,,5
"Team Tunisia

1,000",47617,43,353,47617-team-tunisia,,5
"Team Algeria

1,000",47668,43,353,47668-team-algeria,,5
"Travoman Team

1,000",48573,43,353,48573-travoman-team,,5
"Goodwin Team

1,000",48574,43,353,48574-goodwin-team,,5
"Barrel Rota

1,000",48824,43,353,48824-barrel-rota,,5
"Spinach

1,000",48827,43,353,48827-spinach,,5
"boOM BooM

1,000",48839,43,353,48839-boom-boom,,5
"Stray Team

1,000",49248,43,353,49248-stray-team,,5
"Goodfellaz 2.0

1,000",49301,43,353,49301-goodfellaz-2-0,,5
"Nesquick S Pivom

1,000",49604,43,353,49604-nesquick-s-pivom,,5
"TWC.Herqana

1,000",49653,43,353,49653-twc-herqana,,5
"Team South Africa

1,000",49928,43,353,49928-team-south-africa,,5
"Made in Philippines(old)

1,000",50201,43,353,50201-made-in-philippines-old,,5
"ex-Sand King Gomez

1,000",50481,43,353,50481-ex-sand-king-gomez,,5
"ex-cybercats

1,000",50482,43,353,50482-ex-cybercats,,5
"ex-UD Vessuwan

1,000",50808,43,353,50808-ex-ud-vessuwan,,5
"Team Benjaz

1,000",51836,43,353,51836-team-benjaz,,5
"Team Leostyle

1,000",51837,43,353,51837-team-leostyle,,5
"Team Jericho

1,000",51841,43,353,51841-team-jericho,,5
"YBN Team

1,000",52240,43,353,52240-ybn-team,,5
"Solitaria

1,000",52556,43,353,52556-solitaria,,5
"LAST MOMENT

1,000",53184,43,353,53184-last-moment,,5
"Run It Down

1,000",53378,43,353,53378-run-it-down,,5
"Eagle Eye Esports

1,000",53636,43,353,53636-eagle-eye-esports,,5
"Team Madagascar

1,000",53874,43,353,53874-team-madagascar,,5
"life will get better xd

1,000",53913,43,353,53913-life-will-get-better-xd,,5
"BREADS

1,000",53960,43,353,53960-breads,,5
"7 SEAS

1,000",54021,43,353,54021-7-seas,,5
"Team Essence

1,000",54194,43,353,54194-team-essence,,5
"Evil Masters

1,000",54240,43,353,54240-evil-masters,,5
"Uganda Knuckles

1,000",54428,43,353,54428-uganda-knuckles,,5
"NOLIMIT

1,000",54457,43,353,54457-nolimit,,5
"OpenAI

1,000",54941,43,353,54941-openai,,5
"Korb3n Team

1,000",54967,43,353,54967-korb3n-team,,5
"Stariy bog Team

1,000",54968,43,353,54968-stariy-bog-team,,5
"zxc123

1,000",55069,43,353,55069-zxc123,,5
"The Asados

1,000",55217,43,353,55217-the-asados,,5
Luna Gaming,55359,43,353,55359-luna-gaming,,5
"BanyaPivoSamogon

1,000",55371,43,353,55371-banyapivosamogon,,5
"BadRexon

1,000",55424,43,353,55424-badrexon,,5
"Mafia Power

1,000",56011,43,353,56011-mafia-power,,5
"ENVIURENCE

1,000",56020,43,353,56020-enviurence,,5
"lffy

1,000",56038,43,353,56038-lffy,,5
"CR4ZY

1,000",56045,43,353,56045-cr4zy,,5
"Team Switzerland

1,000",56327,43,353,56327-team-switzerland,,5
"Knockturnal Esports

1,000",56329,43,353,56329-knockturnal-esports,,5
"Team NN

1,000",56340,43,353,56340-team-nn,,5
"All Gamers Global

1,000",56351,43,353,56351-all-gamers-global,,5
"The Monstters

1,000",56364,43,353,56364-the-monstters,,5
"Rata P

1,000",56365,43,353,56365-rata-p,,5
"RAMZES Team

1,000",56417,43,353,56417-ramzes-team,,5
"VooDooSh Team

1,000",56418,43,353,56418-voodoosh-team,,5
"dyrachyo Team

1,000",56419,43,353,56419-dyrachyo-team,,5
"Rostik Team

1,000",56420,43,353,56420-rostik-team,,5
"沪椰战队

1,000",56445,43,353,56445-%E6%B2%AA%E6%A4%B0%E6%88%98%E9%98%9F,,5
"六代战机

1,000",56446,43,353,56446-%E5%85%AD%E4%BB%A3%E6%88%98%E6%9C%BA,,5
"保卫鸡哥

1,000",56447,43,353,56447-%E4%BF%9D%E5%8D%AB%E9%B8%A1%E5%93%A5,,5
"Roselia

1,000",56448,43,353,56448-roselia,,5
"TheLastDnce

1,000",56469,43,353,56469-thelastdnce,,5
"Giorgia World

1,000",56473,43,353,56473-giorgia-world,,5
"PRDX

1,000",56488,43,353,56488-prdx,,5
"Ragdoll

1,000",56517,43,353,56517-ragdoll,,5
"team Xakoda

1,000",56521,43,353,56521-team-xakoda,,5
"Fura pid mostom

1,000",56522,43,353,56522-fura-pid-mostom,,5
"Balaclavas

1,000",56523,43,353,56523-balaclavas,,5
"ShashMin

1,000",56526,43,353,56526-shashmin,,5
"Xakoda

1,000",56531,43,353,56531-xakoda,,5
"Moneyfest

1,000",56535,43,353,56535-moneyfest,,5
"molodaya gvardiya

1,000",56624,43,353,56624-molodaya-gvardiya,,5
"PLATOON 2.0

1,000",56625,43,353,56625-platoon-2-0,,5
"Team Ghana

1,000",56697,43,353,56697-team-ghana,,5
"Team Nigeria

1,000",56698,43,353,56698-team-nigeria,,5
Team Macarius,56952,43,353,56952-team-macarius,,5
"ТРУБОПРОХОДЦЫ

1,000",56960,43,353,56960-%D1%82%D1%80%D1%83%D0%B1%D0%BE%D0%BF%D1%80%D0%BE%D1%85%D0%BE%D0%B4%D1%86%D1%8B,,5
"7 ошибок

1,000",56961,43,999,56961-7-%D0%BE%D1%88%D0%B8%D0%B1%D0%BE%D0%BA,,5
"Vici Gaming

999",4387,44,999,4387-vici-gaming,,4
"Holy Based

999",53041,44,999,53041-holy-based,,4
"WHG

999",54209,44,999,54209-whg,,4
"Back to Lobby

999",55628,44,999,55628-back-to-lobby,,4
"Lupine

999",55671,44,999,55671-lupine,,4
"Holymoly

999",56009,44,999,56009-holymoly,,4
"SYX

999",56022,44,999,56022-syx,,4
"N1gma Academy

999",56024,44,999,56024-n1gma-academy,,4
"Holy Moly

999",56025,44,999,56025-holy-moly,,4
"PP-Team

999",56026,44,999,56026-pp-team,,4
"9z Team

999",56028,44,999,56028-9z-team,,4
"InfinityD2

999",56031,44,999,56031-infinityd2,,4
"Cerberus

999",56046,44,999,56046-cerberus,,4
"Nighthawk Elite

999",56049,44,999,56049-nighthawk-elite,,4
"Solo Leveling

999",56462,44,999,56462-solo-leveling,,4
"Hassle Esports

999",56464,44,999,56464-hassle-esports,,4
"Team Curtain

999",56481,44,999,56481-team-curtain,,4
"NS

999",56482,44,999,56482-ns,,4
"mana plus 4

999",56489,44,999,56489-mana-plus-4,,4
"my 4 and 3 eldne ring

999",56499,44,999,56499-my-4-and-3-eldne-ring,,4
"Team Iloveyoucan

999",56518,44,999,56518-team-iloveyoucan,,4
"iQdiff

999",56530,44,999,56530-iqdiff,,4
"Team Onyx

999",56532,44,999,56532-team-onyx,,4
"Lose Gaming

999",56538,44,999,56538-lose-gaming,,4
"EGIRL FANBOYS

999",56546,44,999,56546-egirl-fanboys,,4
"Bullish on Gaming

998",50584,45,999,50584-bullish-on-gaming,,4
"GDasgdg

998",53697,45,999,53697-gdasgdg,,4
"Bulok Gaming

998",54882,45,999,54882-bulok-gaming,,4
"Wintergod666

998",55118,45,999,55118-wintergod666,,4
"4ayniy Zavar

998",55122,45,998,55122-4ayniy-zavar,,4
"aqkaqk

998",55123,45,998,55123-aqkaqk,,4
"Tapoh

998",55125,45,998,55125-tapoh,,4
"little rangers

998",55421,45,998,55421-little-rangers,,4
"White Ice

998",55457,45,998,55457-white-ice,,4
"BobaLoversPlus1

998",56010,45,998,56010-bobaloversplus1,,4
"RageHouse

998",56014,45,998,56014-ragehouse,,4
"Heaven Team

998",56018,45,998,56018-heaven-team,,4
"team_rjayf

998",56023,45,998,56023-team-rjayf,,4
"the warcrafters

998",56027,45,998,56027-the-warcrafters,,4
"payastios 123

998",56030,45,998,56030-payastios-123,,4
"Ascend Esports

998",56033,45,998,56033-ascend-esports,,4
"Masked Muchachos

998",56109,45,998,56109-masked-muchachos,,4
"Báilalo Rocky

998",56126,45,998,56126-bailalo-rocky,,4
"Raiders Gaming

998",56182,45,998,56182-raiders-gaming,,4
"Kukuys

998",56461,45,998,56461-kukuys,,4
"All Glory To God

998",56463,45,998,56463-all-glory-to-god,,4
"Tengri eSports

998",56466,45,998,56466-tengri-esports,,4
"Veritas Brothers

998",56471,45,998,56471-veritas-brothers,,4
"ApexPH

998",56477,45,998,56477-apexph,,4
"Enj0y

998",56491,45,998,56491-enj0y,,4
"barselona

998",56492,45,998,56492-barselona,,4
"20Twice

998",56493,45,998,56493-20twice,,4
"Burdens

998",56497,45,998,56497-burdens,,4
"Chilling

998",56498,45,998,56498-chilling,,4
"Cicade de Deus

998",56500,45,998,56500-cicade-de-deus,,4
"Power of GOD

998",56509,45,998,56509-power-of-god,,4
"The Babus

998",56512,45,998,56512-the-babus,,4
"El Ultimo Baile del Chino

998",56514,45,998,56514-el-ultimo-baile-del-chino,,4
"The Last Dance

998",56516,45,998,56516-the-last-dance,,4
"H1N1

998",56519,45,998,56519-h1n1,,4
"team LuckyLazah

998",56520,45,998,56520-team-luckylazah,,4
"Void

998",56524,45,998,56524-void,,4
"Dead Denasty

998",56525,45,998,56525-dead-denasty,,4
"GOTF Esports

998",56527,45,998,56527-gotf-esports,,4
"Rouiners Club

998",56528,45,998,56528-rouiners-club,,4
"team 3xceptional

998",56533,45,998,56533-team-3xceptional,,4
"NA promises

998",56534,45,998,56534-na-promises,,4
"5 Coaches

998",56536,45,998,56536-5-coaches,,4
"栗神全球粉丝后援会

998",56539,45,998,56539-%E6%A0%97%E7%A5%9E%E5%85%A8%E7%90%83%E7%B2%89%E4%B8%9D%E5%90%8E%E6%8F%B4%E4%BC%9A,,4
"Team Dash

998",56540,45,998,56540-team-dash,,4
"下个世界是诛仙世界

998",56542,45,998,56542-%E4%B8%8B%E4%B8%AA%E4%B8%96%E7%95%8C%E6%98%AF%E8%AF%9B%E4%BB%99%E4%B8%96%E7%95%8C,,4
"SQUAD ZETA

998",56547,45,998,56547-squad-zeta,,4
"Avalanche eSports

998",56982,45,998,56982-avalanche-esports,,4
"PAREDÃO Rejects

998",56984,45,998,56984-paredao-rejects,,4
"x9 in flames

998",56985,45,998,56985-x9-in-flames,,4
"Team France

997",13335,46,998,13335-team-france,,4
"Team Hungary

997",41951,46,998,41951-team-hungary,,4
"Agressiv Style

997",56021,46,998,56021-agressiv-style,,4
"PARACETAMOL

997",56511,46,998,56511-paracetamol,,4
"Black Submarine

997",56513,46,997,56513-black-submarine,,4
"sifr00

997",56529,46,997,56529-sifr00,,4
"AFK30

997",56634,46,997,56634-afk30,,4
"pudgecarryfp

997",56635,46,997,56635-pudgecarryfp,,4
"FryBoys

996",50585,47,997,50585-fryboys,,4
"Lil Nouns

996",52246,47,997,52246-lil-nouns,,4
"Habibis

996",54517,47,997,54517-habibis,,4
"LowProfile

996",55607,47,997,55607-lowprofile,,4
"Kupal

996",55620,47,997,55620-kupal,,4
"Party Leveling

996",56004,47,997,56004-party-leveling,,4
"Ambrella Esport

996",56012,47,996,56012-ambrella-esport,,4
"Team SilverWhispe

996",56013,47,996,56013-team-silverwhispe,,4
"Team Dynamo

996",56017,47,996,56017-team-dynamo,,4
Team Next Level,56465,47,996,56465-team-next-level,,4
"Cardigans Gaming

996",56626,47,996,56626-cardigans-gaming,,4
"LootFreePoint5

996",56637,47,996,56637-lootfreepoint5,,4
"Prime Time

996",56652,47,996,56652-prime-time,,4
"Team North Macedonia

995",41930,48,996,41930-team-north-macedonia,,4
"CDUB Esports

995",45936,48,996,45936-cdub-esports,,4
"Condors

995",55609,48,996,55609-condors,,4
Excel Esports,55669,48,995,55669-excel-esports,,4
"Team Nimister

995",56005,48,995,56005-team-nimister,,4
"Viking Gaming

995",56048,48,995,56048-viking-gaming,,4
"Fate's Edge

995",56082,48,995,56082-fate-s-edge,,4
